NSB'ers	NSB'er	NOU(comm,pl)	NOU
NSB-ers	NSB'er	NOU(comm,pl)	NOU
NSB-families	NSB-familie	NOU(comm,pl)	NOU
Namenaars	Namenaar	NOU(comm,pl)	NOU
Namenaren	Namenaar	NOU(comm,pl)	NOU
Namibiers	Namibiër	NOU(comm,pl)	NOU
Namibiërs	Namibiër	NOU(comm,pl)	NOU
Nauruanen	Nauruaan	NOU(comm,pl)	NOU
Navajo's	navajo	NOU(comm,pl)	NOU
Navo-eenheden	NAVO-eenheid	NOU(comm,pl)	NOU
Navo-leden	NAVO-lid	NOU(comm,pl)	NOU
Navo-lidstaten	NAVO-lidstaat	NOU(comm,pl)	NOU
Navo-militairen	NAVO-militair	NOU(comm,pl)	NOU
Navo-partners	NAVO-partner	NOU(comm,pl)	NOU
Navo-plannen	NAVO-plan	NOU(comm,pl)	NOU
Navoambassadeurs	NAVO-ambassadeur	NOU(comm,pl)	NOU
Navobases	NAVO-basis	NOU(comm,pl)	NOU
Navobondgenoten	NAVO-bondgenoot	NOU(comm,pl)	NOU
Navogevechtsvliegtuigen	NAVO-gevechtsvliegtuig	NOU(comm,pl)	NOU
Neanderthalers	Neanderthaler	NOU(comm,pl)	NOU
Nederlanders	Nederlander	NOU(comm,pl)	NOU
Nederlandssprekenden	Nederlandssprekende	NOU(comm,pl)	NOU
Nederlandstaligen	Nederlandstalige	NOU(comm,pl)	NOU
Nepalezen	Nepalees	NOU(comm,pl)	NOU
Nicaraguanen	Nicaraguaan	NOU(comm,pl)	NOU
Nieuw-Caledoniers	Nieuw-Caledoniër	NOU(comm,pl)	NOU
Nieuw-Caledoniërs	Nieuw-Caledoniër	NOU(comm,pl)	NOU
Nieuw-Zeelanders	Nieuw-Zeelander	NOU(comm,pl)	NOU
Nigerezen	Nigerees	NOU(comm,pl)	NOU
Nigerianen	Nigeriaan	NOU(comm,pl)	NOU
Nobelprijswinnaars	Nobelprijswinnaar	NOU(comm,pl)	NOU
Nobelprijzen	Nobelprijs	NOU(comm,pl)	NOU
Noord-Brabanders	Noord-Brabander	NOU(comm,pl)	NOU
Noord-Hollanders	Noord-Hollander	NOU(comm,pl)	NOU
Noord-Koreanen	Noord-Koreaan	NOU(comm,pl)	NOU
Noordbrabanders	Noord-Brabander	NOU(comm,pl)	NOU
Noordhollanders	Noord-Hollander	NOU(comm,pl)	NOU
Noordzeegebieden	Noordzeegebied	NOU(comm,pl)	NOU
Noordzeelanden	Noordzeeland	NOU(comm,pl)	NOU
Noordzeestaten	Noordzeestaten	NOU(comm,pl)	NOU
Noordzeestranden	Noordzeestrand	NOU(comm,pl)	NOU
Noormannen	noorman	NOU(comm,pl)	NOU
Noren	Noor	NOU(comm,pl)	NOU
Norfolkeilanders	Norfolkeilander	NOU(comm,pl)	NOU
Nutslezingen	Nutslezing	NOU(comm,pl)	NOU
Nutsscholen	Nutsschool	NOU(comm,pl)	NOU
